proteinAccession	N_experiment	fold change	metric	P-value	BH adjusted P-value	LogFC	LogMetric	Gene	Description
Q15654	7	0.958532798957729	0.958532798957729	0.00467941374662341	0.0769490089087605	-0.061100296187388	-0.061100296187388	TRIP6 	TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3
Q15691	10	1.3469880101316	1.3469880101316	0.226619835478963	0.479354419760539	0.429737009077375	0.429737009077375	MAPRE1 	MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3
Q15717	10	1.25029644790377	1.25029644790377	0.640012813008938	0.79914101197875	0.322270201458776	0.322270201458776	ELAVL1 	ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2
Q15750	1	1.21084584578241	1.21084584578241	0.897035905485873	0.949053194791287	0.276015205509951	0.276015205509951	TAB1 	TAB1_HUMAN TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens OX=9606 GN=TAB1 PE=1 SV=1
Q15785	8	34.5942391386186	36.0983364924715	0.548336457666086	0.734278633374205	5.11245990563598	5.17386045030012	TOMM34 	TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2
Q15847	8	1.09899446403252	1.09899446403252	0.371059934255047	0.609701646449183	0.136184119014218	0.136184119014218	ADIRF 	ADIRF_HUMAN Adipogenesis regulatory factor OS=Homo sapiens OX=9606 GN=ADIRF PE=1 SV=1
Q15907	8	1.05217071180279	1.05217071180279	0.135541565478751	0.382053788343087	0.0733687969217441	0.0733687969217441	RAB11B 	RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4
Q15942	10	1.27916324357347	1.27916324357347	0.817679659995726	0.90218367504931	0.355200389055847	0.355200389055847	ZYX 	ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1
Q16134	9	1.18233602496167	1.18233602496167	0.536070662375742	0.72483537461338	0.241640113900211	0.241640113900211	ETFDH 	ETFD_HUMAN Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=ETFDH PE=1 SV=2
Q16186	6	1.50356336202748	1.50356336202748	0.0140624780822467	0.134960501526527	0.588385666153811	0.588385666153811	ADRM1 	ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2
Q16363	7	1.08741409080756	1.08741409080756	0.132788440597686	0.37876984188279	0.120901427939178	0.120901427939178	LAMA4 	LAMA4_HUMAN Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4
Q16539-2	2	1.15752967362577	1.15752967362577	0.908595275736389	0.954029454348514	0.211049177886389	0.211049177886389	MAPK14 	MK14_HUMAN Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3
Q16543	10	1.29040759784513	1.29040759784513	0.229611357157181	0.483589322076551	0.367826838135967	0.367826838135967	CDC37 	CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1
Q16555	3	0.964157278419285	0.964157278419285	0.0578494144017879	0.268507802476334	-0.0526595892126425	-0.0526595892126425	DPYSL2 	DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1
Q16630-2	6	1.49282100887686	1.49282100887686	0.173550501709366	0.424719066997293	0.578041194885632	0.578041194885632	CPSF6 	CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2
Q16658	10	1.28611690937425	1.28611690937425	0.5126902661845	0.710430511036843	0.363021791117134	0.363021791117134	FSCN1 	FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3
Q16666-2	6	1.27301913503563	1.27301913503563	0.606467114002382	0.776920942684961	0.348254104874411	0.348254104874411	IFI16 	IF16_HUMAN Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3
Q16706	6	1.08780760106765	1.08780760106765	0.365048975446532	0.605164981291436	0.121423411798648	0.121423411798648	MAN2A1 	MA2A1_HUMAN Alpha-mannosidase 2 OS=Homo sapiens OX=9606 GN=MAN2A1 PE=1 SV=2
Q16740	9	1.20874559461732	1.20874559461732	0.6594411040316	0.812236395879757	0.273510631679095	0.273510631679095	CLPP 	CLPP_HUMAN ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1
Q16762	10	0.976077923328084	0.976077923328084	0.00783715783909571	0.102415767049387	-0.0349317676817067	-0.0349317676817067	TST 	THTR_HUMAN Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4
Q16775	8	0.998438073511056	0.998438073511056	0.029398783752687	0.196126132706282	-0.00225514524421149	-0.00225514524421149	HAGH 	GLO2_HUMAN Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=2
Q16795	10	0.93113155621747	0.93113155621747	0.00214012400457587	0.0503464472932305	-0.102943079526333	-0.102943079526333	NDUFA9 	NDUA9_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2
Q16822	10	1.13556582190877	1.13556582190877	0.565330327657098	0.746202976474137	0.183411332807596	0.183411332807596	PCK2 	PCKGM_HUMAN Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4
Q16836	7	1.36735602274164	1.36735602274164	0.581215544867316	0.75916558996389	0.451388930851793	0.451388930851793	HADH 	HCDH_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3
Q16850	5	0.832450539884062	0.896485196798221	0.0254682901490983	0.183853757051244	-0.264563537999259	-0.157648334082747	CYP51A1 	CP51A_HUMAN Lanosterol 14-alpha demethylase OS=Homo sapiens OX=9606 GN=CYP51A1 PE=1 SV=4
Q16851	5	0.866972955714794	0.866972955714794	0.00929840704637674	0.110123892074161	-0.205941104052347	-0.205941104052347	UGP2 	UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5
Q16853	10	0.656203966262271	0.656203966262271	1.30013050124327e-07	4.8418389431595e-05	-0.607783780991992	-0.607783780991992	AOC3 	AOC3_HUMAN Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3
Q1HDL3	5	1.96131629430784	1.96131629430784	0.0515251038037441	0.255226601460219	0.971822212446522	0.971822212446522	HBEBP2BPA 	Q1HDL3_HUMAN HBeAg-binding protein 2 binding protein A OS=Homo sapiens OX=9606 GN=HBEBP2BPA PE=1 SV=1
Q1KMD3	10	1.28936096069625	1.28936096069625	0.508247476527002	0.706879344000978	0.366656207303874	0.366656207303874	HNRNPUL2 	HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1
Q27J81	10	1.21058746406132	1.21058746406132	0.77785221263153	0.878918857428202	0.275707316766889	0.275707316766889	INF2 	INF2_HUMAN Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2
Q29RF7	3	0.79056419759682	0.79056419759682	0.00518954496773797	0.0805624677290618	-0.339045473804067	-0.339045473804067	PDS5A 	PDS5A_HUMAN Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1
Q2M2I3	1	1.43946660768245	1.43946660768245	0.0854378223312944	0.31750407436107	0.525534322079741	0.525534322079741	FAM83E 	FA83E_HUMAN Protein FAM83E OS=Homo sapiens OX=9606 GN=FAM83E PE=1 SV=2
Q2M389	4	1.15444555279643	1.15444555279643	0.978795291099648	0.989422479315324	0.207200132780371	0.207200132780371	WASHC4 	WASC4_HUMAN WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2
Q2TAA2	5	1.10338642181835	1.10338642181835	0.465180902209347	0.680287632733544	0.141938132007551	0.141938132007551	IAH1 	IAH1_HUMAN Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens OX=9606 GN=IAH1 PE=1 SV=1
Q2TAM5	5	1.5746184288558	1.5746184288558	0.150081298053079	0.398192636095743	0.655002268300655	0.655002268300655	RELA 	Q2TAM5_HUMAN RELA protein OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=1
Q2TAY7	9	1.31333486748507	1.31333486748507	0.710813144830401	0.841183744438879	0.393234814223295	0.393234814223295	SMU1 	SMU1_HUMAN WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2
Q32MZ4	9	1.17840543347094	1.17840543347094	0.706571805314856	0.839783681274181	0.236835987576953	0.236835987576953	LRRFIP1 	LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2
Q32Q12	9	1.53563428028655	1.53563428028655	0.0493809210432786	0.250706183740976	0.618834671241361	0.618834671241361	NME1-NME2 	Q32Q12_HUMAN Nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME1-NME2 PE=1 SV=1
Q3KQV9	2	0.910090161599491	0.910090161599491	0.248084400549319	0.499879802634544	-0.135918616335341	-0.135918616335341	UAP1L1 	UAP1L_HUMAN UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens OX=9606 GN=UAP1L1 PE=1 SV=2
Q3LXA3	10	1.26085787659543	1.26085787659543	0.431782175691138	0.653817975197463	0.334405664812375	0.334405664812375	TKFC 	TKFC_HUMAN Triokinase/FMN cyclase OS=Homo sapiens OX=9606 GN=TKFC PE=1 SV=2
Q3MHD2	4	79.8152009966656	87.0711283599988	0.362752564389962	0.604046945069134	6.31859163223755	6.44412251432141	LSM12 	LSM12_HUMAN Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2
Q3MIR4	7	1.22362770760417	1.22362770760417	0.91524246020617	0.955893870406712	0.291164680503808	0.291164680503808	TMEM30B 	CC50B_HUMAN Cell cycle control protein 50B OS=Homo sapiens OX=9606 GN=TMEM30B PE=1 SV=1
Q3SYC2	3	0.672786457457127	0.672786457457127	0.000560260189668635	0.0221687953799508	-0.571779429062558	-0.571779429062558	MOGAT2 	MOGT2_HUMAN 2-acylglycerol O-acyltransferase 2 OS=Homo sapiens OX=9606 GN=MOGAT2 PE=1 SV=2
Q3YEC7	8	1.10958063765352	1.10958063765352	0.389238215443331	0.624469556027848	0.150014517751649	0.150014517751649	RABL6 	RABL6_HUMAN Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2
Q3ZCQ8-2	2	1.58152464338011	1.58152464338011	0.524145968000375	0.717880055039671	0.661316036162155	0.661316036162155	TIMM50 	TIM50_HUMAN Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2
Q4G176	6	1.29305114077333	1.29305114077333	0.48950041870469	0.69632937254144	0.370779335535657	0.370779335535657	ACSF3 	ACSF3_HUMAN Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3
Q4JGY0	9	1.29171800292111	1.29171800292111	0.799193992505947	0.891499506969146	0.369291147282207	0.369291147282207	NA	NA
Q4KWH8	2	2.25581862467109	2.25581862467109	0.0692118443031012	0.290968414347496	1.17365107491454	1.17365107491454	PLCH1 	PLCH1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 OS=Homo sapiens OX=9606 GN=PLCH1 PE=1 SV=1
Q4LE54	5	0.939015051927301	0.939015051927301	0.0353436999990037	0.21724365504242	-0.090779811165044	-0.090779811165044	NA	NA
Q4VC31	10	1.39567344887325	1.39567344887325	0.172253489527457	0.423016618385698	0.480961428079794	0.480961428079794	MIX23 	MIX23_HUMAN Protein MIX23 OS=Homo sapiens OX=9606 GN=MIX23 PE=1 SV=1
Q53FA7	9	0.963086898727704	0.963086898727704	0.00725364676892404	0.0987689432624647	-0.0542621174755399	-0.0542621174755399	TP53I3 	QORX_HUMAN Quinone oxidoreductase PIG3 OS=Homo sapiens OX=9606 GN=TP53I3 PE=1 SV=2
Q53GG5-2	8	0.876388434528004	0.876388434528004	0.000498337346130475	0.0210331582556802	-0.190357649307733	-0.190357649307733	PDLIM3 	PDLI3_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1
Q53GQ0	10	1.52458352660172	1.52458352660172	0.0887931706711183	0.321292038009069	0.608415192730766	0.608415192730766	HSD17B12 	DHB12_HUMAN Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2
Q53H82	10	1.69809360146708	1.69809360146708	0.0291845886655705	0.195108374700873	0.763915984597989	0.763915984597989	LACTB2 	LACB2_HUMAN Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2
Q53H96	10	1.26460004998766	1.26460004998766	0.462657752219969	0.6782745501244	0.338681181652024	0.338681181652024	PYCR3 	P5CR3_HUMAN Pyrroline-5-carboxylate reductase 3 OS=Homo sapiens OX=9606 GN=PYCR3 PE=1 SV=3
Q53T59	2	0.883989489861218	0.883989489861218	0.162608201148894	0.414608345337756	-0.177898878002826	-0.177898878002826	HS1BP3 	H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1
Q56VL3	10	2.14740288187467	2.14740288187467	0.000108779169239069	0.00762034231645629	1.10259288572645	1.10259288572645	OCIAD2 	OCAD2_HUMAN OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1
Q5BJF2	5	1.71043937349403	1.71043937349403	0.104114406954737	0.344202773070726	0.774366968701195	0.774366968701195	TMEM97 	SGMR2_HUMAN Sigma intracellular receptor 2 OS=Homo sapiens OX=9606 GN=TMEM97 PE=1 SV=1
Q5EBL8	2	0.965001708474327	0.965001708474327	0.265099253663684	0.517687654208755	-0.0513965983043053	-0.0513965983043053	PDZD11 	PDZ11_HUMAN PDZ domain-containing protein 11 OS=Homo sapiens OX=9606 GN=PDZD11 PE=1 SV=2
Q5H9R7	5	2.08645273348309	2.08645273348309	0.00561375291764296	0.085025525649755	1.06105223814651	1.06105223814651	PPP6R3 	PP6R3_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2
Q5HYE4	7	1.01042741544963	1.01042741544963	0.0650407000527223	0.283585862431993	0.0149656887320116	0.0149656887320116	NA	NA
Q5HYK3	9	0.961830513396154	0.961830513396154	0.00829173099319164	0.105915921226944	-0.0561453994628607	-0.0561453994628607	COQ5 	COQ5_HUMAN 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ5 PE=1 SV=2
Q5JB47	3	1.03309539760913	1.03309539760913	0.292928577689917	0.540362164919863	0.0469734810209224	0.0469734810209224	NA	NA
Q5JNZ5	2	1.01568150259113	1.01568150259113	0.292132400210346	0.539524569933402	0.0224480727115086	0.0224480727115086	RPS26P11 	RS26L_HUMAN Putative 40S ribosomal protein S26-like 1 OS=Homo sapiens OX=9606 GN=RPS26P11 PE=5 SV=1
Q5JR95	4	1.36066786568033	1.36066786568033	0.388561436771967	0.624361029493229	0.444314952945633	0.444314952945633	RPS8 	Q5JR95_HUMAN 40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=1
Q5JRA6	6	1.23866723822369	1.23866723822369	0.817314567261152	0.902090672307315	0.308788666700938	0.308788666700938	MIA3 	TGO1_HUMAN Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1
Q5JRX3	7	1.0960777356245	1.04388355773762	0.288673010659557	0.536894486041614	0.132350120217221	0.0619607923258244	PITRM1 	PREP_HUMAN Presequence protease, mitochondrial OS=Homo sapiens OX=9606 GN=PITRM1 PE=1 SV=3
Q5JS54	2	0.939120419713402	0.939120419713402	0.0737624662984725	0.300484834956493	-0.0906179340428319	-0.0906179340428319	PSMG4 	PSMG4_HUMAN Proteasome assembly chaperone 4 OS=Homo sapiens OX=9606 GN=PSMG4 PE=1 SV=2
Q5JTJ3-2	4	1.22067821981519	1.22067821981519	0.899329273642175	0.950223649608062	0.287682944912623	0.287682944912623	COA6 	COA6_HUMAN Cytochrome c oxidase assembly factor 6 homolog OS=Homo sapiens OX=9606 GN=COA6 PE=1 SV=1
Q5JTV8	6	1.3361789854475	1.3361789854475	0.3568302023579	0.598244180271149	0.4181132743703	0.4181132743703	TOR1AIP1 	TOIP1_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2
Q5JWF2	1	0.697144776142604	0.697144776142604	0.246753832500553	0.498786243154853	-0.520469803020825	-0.520469803020825	GNAS 	GNAS1_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2
Q5JWU6	6	1.24717263535449	1.24717263535449	0.641713408626001	0.800792324037813	0.318661178825469	0.318661178825469	NA	NA
Q5JZ02	6	1.33316299956694	1.33316299956694	0.202993980007835	0.455542726412132	0.414853182745291	0.414853182745291	TP53RK 	Q5JZ02_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=TP53RK PE=1 SV=1
Q5K4L6	1	0.89618627210389	0.89618627210389	0.0175211986862622	0.151656692384095	-0.158129467615119	-0.158129467615119	SLC27A3 	S27A3_HUMAN Solute carrier family 27 member 3 OS=Homo sapiens OX=9606 GN=SLC27A3 PE=1 SV=4
Q5LJ98	8	1.27715421774433	1.27715421774433	0.150234121650718	0.398296576285886	0.352932742535952	0.352932742535952	NA	NA
Q5LJA5	7	1.03274532019054	1.03274532019054	0.097005873262187	0.333904553862875	0.0464845227423779	0.0464845227423779	UCHL5 	Q5LJA5_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=1
Q5QPA4	4	1.24431193939573	1.24431193939573	0.80341406870824	0.894865318260357	0.315348203317882	0.315348203317882	NA	NA
Q5QPH3	8	0.925104407502653	0.925104407502653	0.00592915481149913	0.0883234802625906	-0.112311897165415	-0.112311897165415	NA	NA
Q5QPJ9	1	1.55601457955277	1.55601457955277	0.433107855934905	0.654729187183353	0.637855578158255	0.637855578158255	DPM1 	Q5QPJ9_HUMAN Dolichol-phosphate mannosyltransferase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=2
Q5QPM7	3	0.980676458376087	0.980676458376087	0.178382720738737	0.429627979855916	-0.0281508492540775	-0.0281508492540775	PSMF1 	Q5QPM7_HUMAN Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2
Q5R3I4	10	1.31392168309523	1.31392168309523	0.713651744780702	0.841567193310725	0.393879285723107	0.393879285723107	TTC38 	TTC38_HUMAN Tetratricopeptide repeat protein 38 OS=Homo sapiens OX=9606 GN=TTC38 PE=1 SV=1
Q5RKV6	5	361.566699127992	387.392891922848	0.207099986292747	0.459891270859131	8.49811799912281	8.59765367267372	EXOSC6 	EXOS6_HUMAN Exosome complex component MTR3 OS=Homo sapiens OX=9606 GN=EXOSC6 PE=1 SV=1
Q5SNT6	2	1.04968638818295	1.04968638818295	0.475853945133814	0.686874447478836	0.0699583623728012	0.0699583623728012	NA	NA
Q5SP06	4	0.908376205722574	0.908376205722574	0.0258226422637346	0.184926929338935	-0.138638178732079	-0.138638178732079	NA	NA
Q5SRQ3	2	1.0125980368438	1.0125980368438	0.36300314778278	0.604146406049627	0.0180615923640553	0.0180615923640553	CSNK2B 	Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1
Q5SSJ5	10	1.12440121964186	1.12440121964186	0.622837390352928	0.787207511625336	0.169156923728002	0.169156923728002	HP1BP3 	HP1B3_HUMAN Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1
Q5SZU1	4	1.60997696664864	1.60997696664864	0.635567940210143	0.796000124524316	0.687040048377478	0.687040048377478	NA	NA
Q5T0N5	2	0.895373868995805	0.895373868995805	0.151809243790729	0.399597080273867	-0.159437880309378	-0.159437880309378	FNBP1L 	FBP1L_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3
Q5T123	10	1.17279242238014	1.17279242238014	0.758519931090915	0.867761055969747	0.229947687105925	0.229947687105925	SH3BGRL3 	Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1
Q5T1M5	5	1.08087306421747	1.00881485993631	0.316242129642822	0.563412124293293	0.11219710551775	0.0126614319668426	FKBP15 	FKB15_HUMAN FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2
Q5T2E6	3	0.9478767306399	0.9478767306399	0.132725133026132	0.37876984188279	-0.0772286429978705	-0.0772286429978705	ARMH3 	ARMD3_HUMAN Armadillo-like helical domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ARMH3 PE=1 SV=1
Q5T447	9	1.02354203765674	1.02354203765674	0.0497797466073736	0.251320235862267	0.0335703561702851	0.0335703561702851	HECTD3 	HECD3_HUMAN E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1
Q5T4S7-3	1	1.44316391557931	1.44316391557931	0.239466803049413	0.492916064297971	0.529235171459806	0.529235171459806	UBR4 	UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1
Q5T4U5	9	1.12350801071628	1.12350801071628	0.422013033945693	0.647543508945754	0.16801041110389	0.16801041110389	ACADM 	Q5T4U5_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1
Q5T5H1	2	3.07090703739186	3.07090703739186	0.147722119481717	0.396787754959164	1.61866483965872	1.61866483965872	ENSA 	Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1
Q5T5P2	6	1.4504200325664	1.4504200325664	0.226697234612472	0.479354419760539	0.536470756204511	0.536470756204511	KIAA1217 	SKT_HUMAN Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2
Q5T6H7	5	1.37852660861048	1.37852660861048	0.0116802713617317	0.123412697151993	0.463127114819917	0.463127114819917	XPNPEP1 	Q5T6H7_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=1
Q5T6N4	6	1.68871705981486	1.68871705981486	0.043282549376969	0.236183664990534	0.755927628556003	0.755927628556003	NA	NA
Q5T6V5	6	1.1084027192233	1.1084027192233	0.554327812439543	0.738365112677203	0.148482155272601	0.148482155272601	C9orf64 	QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1
Q5T760	4	1.13378447558949	1.13378447558949	0.697632144285973	0.834443435759398	0.181146420218653	0.181146420218653	SRSF11 	Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1
Q5T8N1	4	819.800997829972	894.328361269061	0.59776222786655	0.770917226445942	9.67912993574092	9.80466081782478	NA	NA
Q5T8U5	3	1.39743492180735	1.39743492180735	0.864516783235058	0.931459454503259	0.482781098687827	0.482781098687827	SURF4 	Q5T8U5_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=1
Q5T985	7	0.763128873494477	0.763128873494477	6.99013840212316e-05	0.00567366233638996	-0.390001381927907	-0.390001381927907	ITIH2 	Q5T985_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=1
Q5TA58	4	1.16682073870938	1.16682073870938	0.712113481294787	0.841274575494924	0.222582933590144	0.222582933590144	AGO1 	Q5TA58_HUMAN Protein argonaute-1 OS=Homo sapiens OX=9606 GN=AGO1 PE=1 SV=1
Q5TBC7	6	0.888983016852543	0.888983016852543	0.00506513740185726	0.0795716746678866	-0.169772236840924	-0.169772236840924	BCL2L15 	B2L15_HUMAN Bcl-2-like protein 15 OS=Homo sapiens OX=9606 GN=BCL2L15 PE=1 SV=1
Q5TCM7	2	0.991432424554224	0.991432424554224	0.275274913215769	0.525570657673801	-0.0124136523201657	-0.0124136523201657	NA	NA
Q5TDH0	2	1.32747461617119	1.32747461617119	0.106322069375379	0.345623690689563	0.408684274231633	0.408684274231633	DDI2 	DDI2_HUMAN Protein DDI1 homolog 2 OS=Homo sapiens OX=9606 GN=DDI2 PE=1 SV=1
Q5VSL9	8	45.0342994028782	42.7825844327343	0.219311990014285	0.471625070917268	5.49295231254305	5.41895173109927	STRIP1 	STRP1_HUMAN Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1
Q5VTR2	3	1.05847459441357	1.05847459441357	0.40132462802009	0.633953318353605	0.0819866420867229	0.0819866420867229	RNF20 	BRE1A_HUMAN E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens OX=9606 GN=RNF20 PE=1 SV=2
Q5VTU3	2	0.87718823894545	0.87718823894545	0.115287001903872	0.355519731638292	-0.189041625931969	-0.189041625931969	NA	NA
Q5VV41	7	1.11158825789312	1.11158825789312	0.426200047860396	0.650018761106968	0.152622500024594	0.152622500024594	ARHGEF16 	ARHGG_HUMAN Rho guanine nucleotide exchange factor 16 OS=Homo sapiens OX=9606 GN=ARHGEF16 PE=1 SV=1
Q5VVL7	1	1.20054493765568	1.20054493765568	0.921236735277258	0.960215635666829	0.263689406166939	0.263689406166939	DBT 	Q5VVL7_HUMAN Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=1
Q5VW32	6	1.30189859540056	1.30189859540056	0.535315750138178	0.724782723294441	0.380617081675541	0.380617081675541	BROX 	BROX_HUMAN BRO1 domain-containing protein BROX OS=Homo sapiens OX=9606 GN=BROX PE=1 SV=1
Q5VWZ2	6	1.0268400613239	1.0268400613239	0.120263871886835	0.363258861123832	0.0382114876892627	0.0382114876892627	LYPLAL1 	LYPL1_HUMAN Lysophospholipase-like protein 1 OS=Homo sapiens OX=9606 GN=LYPLAL1 PE=1 SV=3
Q5VYK3	9	1.6544336337886	1.6544336337886	0.312225366789114	0.55909867383799	0.726337420315044	0.726337420315044	ECPAS 	ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2
